START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,date,time,day to night
2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,2016-04-08,13:34,Day
2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,2016-04-08,13:55,Day
2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,2016-04-08,14:43,Day
2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,2016-04-08,16:05,Day
2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,2016-04-12,09:15,Day
2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,2016-04-12,09:34,Day
2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,2016-04-12,10:58,Day
2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,2016-04-12,12:22,Day
2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,2016-04-12,13:42,Day
,,Business,Cary,Holly Springs,15.3,Temporary Site,,,Night
,,Business,Holly Springs,Cary,13.7,Temporary Site,,,Night
,,Business,Cary,Raleigh,11.9,Temporary Site,,,Night
,,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,,,Night
,,Business,Raleigh,Cary,15.2,Meeting,,,Night
,,Business,Cary,Morrisville,6.0,Errand/Supplies,,,Night
,,Business,Morrisville,Cary,6.1,Meal/Entertain,,,Night
,,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,,,Night
,,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,,,Night
,,Business,Cary,Raleigh,13.6,Meeting,,,Night
,,Business,Raleigh,Cary,22.5,Meeting,,,Night
,,Business,Cary,Durham,10.4,Meeting,,,Night
,,Business,Durham,Cary,10.0,Meeting,,,Night
,,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,,,Night
,,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,,,Night
,,Business,Cary,Morrisville,3.1,Errand/Supplies,,,Night
,,Business,Chessington,Chessington,1.9,Errand/Supplies,,,Night
,,Business,Morrisville,Cary,4.2,Between Offices,,,Night
,,Business,Whitebridge,Burtrose,4.9,Between Offices,,,Night
,,Business,Burtrose,Whitebridge,4.8,Between Offices,,,Night
,,Business,Cary,Raleigh,12.4,Customer Visit,,,Night
,,Business,Raleigh,Cary,32.8,Customer Visit,,,Night
,,Business,Morrisville,Cary,5.5,Customer Visit,,,Night
,,Business,Cary,Durham,9.9,Meeting,,,Night
,,Business,Durham,Cary,10.0,Meeting,,,Night
,,Business,Cary,Durham,14.2,Customer Visit,,,Night
,,Business,Durham,Cary,18.2,Meeting,,,Night
,,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,,,Night
,,Business,Waverly Place,Whitebridge,6.8,NOT,,,Night
2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016-05-01,13:45,Day
2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,NOT,2016-05-01,14:26,Day
2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,2016-05-01,17:33,Day
2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,2016-05-01,17:54,Day
2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016-05-01,22:38,Night
2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016-05-02,14:14,Day
2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016-05-02,15:37,Day
2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-05-03,22:20,Night
2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-05-04,15:16,Day
2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,2016-05-04,20:55,Night
2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,2016-05-04,21:30,Night
2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,2016-05-04,22:19,Night
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,2016-05-05,21:24,Night
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,2016-05-05,22:34,Night
2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,2016-05-05,23:55,Night
2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,2016-05-06,05:47,Night
2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,2016-05-06,16:45,Day
2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,2016-05-06,17:18,Day
2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,2016-05-09,06:08,Day
2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,2016-05-09,14:39,Day
2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2016-05-09,17:58,Day
2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,2016-05-09,19:35,Night
2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,2016-05-10,09:03,Day
2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,2016-05-10,17:19,Day
2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,2016-05-11,08:35,Day
2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,2016-05-11,21:47,Night
,,Business,Cary,Morrisville,3.1,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,3.1,Meal/Entertain,,,Night
,,Business,Whitebridge,Preston,2.8,Errand/Supplies,,,Night
,,Business,Preston,Westpark Place,2.7,Errand/Supplies,,,Night
,,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,,,Night
,,Business,Cary,Morrisville,8.4,Customer Visit,,,Night
,,Business,Morrisville,Raleigh,7.6,Customer Visit,,,Night
,,Business,Old City,Parkway Museums,2.9,Meal/Entertain,,,Night
,,Business,Old City,Hog Island,11.2,Meeting,,,Night
,,Business,Morrisville,Cary,8.2,Meal/Entertain,,,Night
,,Business,Cary,Morrisville,3.0,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,Night
,,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,,,Night
,,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,,,Night
,,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,,,Night
,,Business,Savon Height,Kilarney Woods,1.2,NOT,,,Night
,,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,,,Night
,,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,,,Night
,,Business,Cary,Morrisville,6.1,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,11.3,Customer Visit,,,Night
,,Business,Cary,Raleigh,14.9,Meeting,,,Night
,,Business,Raleigh,Cary,14.0,Meeting,,,Night
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,Night
2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,2016-06-01,10:19,Day
2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,2016-06-01,13:10,Day
2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,2016-06-03,11:29,Day
2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,2016-06-03,13:08,Day
2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,2016-06-03,15:31,Day
2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,2016-06-03,18:14,Night
2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-06-03,18:41,Night
2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,2016-06-03,19:36,Night
2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,2016-06-03,22:47,Night
2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,2016-06-05,14:03,Day
2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,2016-06-05,15:06,Day
2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,2016-06-05,15:57,Day
2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016-06-05,18:05,Night
2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,2016-06-05,21:53,Night
2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,2016-06-05,23:52,Night
2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,2016-06-06,15:36,Day
2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,2016-06-06,16:16,Day
2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,2016-06-06,20:06,Night
2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,2016-06-06,21:08,Night
2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,2016-06-06,21:41,Night
2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,2016-06-06,23:34,Night
2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,2016-06-07,21:42,Night
2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,2016-06-07,23:41,Night
2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016-06-08,08:23,Day
2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,2016-06-08,12:04,Day
2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,2016-06-08,13:12,Day
2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,2016-06-08,14:31,Day
2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,2016-06-08,16:55,Day
2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,2016-06-08,17:16,Day
2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,2016-06-08,17:59,Day
2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,2016-06-08,20:11,Night
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,2016-06-10,15:19,Day
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,2016-06-10,21:47,Night
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,2016-06-10,23:53,Night
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,2016-06-11,17:08,Day
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,2016-06-11,17:34,Day
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,NOT,2016-06-11,17:50,Day
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,2016-06-11,21:45,Night
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,2016-06-11,23:39,Night
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,2016-06-12,19:53,Night
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,2016-06-12,20:05,Night
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,2016-06-12,21:58,Night
,,Business,Cary,Morrisville,8.4,Meal/Entertain,,,Night
,,Business,Oakland,Emeryville,13.2,Meeting,,,Night
,,Business,Emeryville,Berkeley,3.9,Meal/Entertain,,,Night
,,Business,Berkeley,Oakland,5.1,Meal/Entertain,,,Night
,,Business,Oakland,Unknown Location,5.2,Customer Visit,,,Night
,,Business,Emeryville,San Francisco,9.8,NOT,,,Night
,,Business,San Francisco,Emeryville,11.6,Meeting,,,Night
,,Business,Emeryville,Oakland,5.1,Meeting,,,Night
,,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,,,Night
,,Business,Kenner,New Orleans,12.4,Between Offices,,,Night
,,Business,CBD,Lower Garden District,1.9,Between Offices,,,Night
,,Business,Lower Garden District,Lakeview,6.4,Customer Visit,,,Night
,,Personal,Lakeview,Storyville,5.5,NOT,,,Night
,,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,,,Night
,,Business,New Orleans,Metairie,14.5,NOT,,,Night
,,Business,Metairie,Kenner,2.7,NOT,,,Night
,,Business,Kenner,New Orleans,15.0,NOT,,,Night
,,Business,New Orleans,Kenner,12.9,NOT,,,Night
,,Business,Kenner,New Orleans,13.6,NOT,,,Night
,,Business,New Orleans,Kenner,12.2,NOT,,,Night
,,Business,Morrisville,Cary,8.7,NOT,,,Night
,,Business,Cary,Raleigh,6.0,NOT,,,Night
,,Business,Raleigh,Cary,5.9,NOT,,,Night
,,Business,Cary,Raleigh,19.3,NOT,,,Night
,,Business,Raleigh,Cary,16.6,Meal/Entertain,,,Night
,,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,,,Night
,,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,,,Night
,,Business,Cary,Raleigh,8.6,Errand/Supplies,,,Night
,,Business,Raleigh,Morrisville,9.0,Errand/Supplies,,,Night
,,Business,Morrisville,Cary,3.1,Errand/Supplies,,,Night
,,Business,Cary,Morrisville,8.4,Temporary Site,,,Night
,,Business,Kenner,New Orleans,12.8,NOT,,,Night
,,Business,CBD,Bywater,4.5,NOT,,,Night
,,Business,New Orleans,Chalmette,11.8,Between Offices,,,Night
,,Business,Chalmette,Arabi,1.1,Errand/Supplies,,,Night
,,Business,Arabi,Metairie,17.0,Meal/Entertain,,,Night
,,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,,,Night
,,Business,Metairie,New Orleans,15.5,Meeting,,,Night
,,Business,Storyville,Marigny,1.6,NOT,,,Night
,,Business,Marigny,Storyville,1.5,NOT,,,Night
,,Business,New Orleans,Kenner,12.6,Meeting,,,Night
,,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,NOT,,,Night
,,Business,Kenner,Kenner,2.2,NOT,,,Night
,,Business,Kenner,New Orleans,13.0,NOT,,,Night
,,Business,New Orleans,Covington,46.9,NOT,,,Night
,,Business,Covington,Covington,2.5,NOT,,,Night
,,Business,Covington,Covington,8.6,NOT,,,Night
,,Business,Covington,Covington,5.2,NOT,,,Night
,,Business,Covington,Covington,7.6,NOT,,,Night
,,Business,Covington,Covington,1.8,NOT,,,Night
,,Business,Covington,Mandeville,4.7,NOT,,,Night
,,Business,Mandeville,Mandeville,2.8,NOT,,,Night
,,Business,Mandeville,Metairie,30.0,NOT,,,Night
,,Business,Metairie,Kenner,4.4,NOT,,,Night
,,Business,Jamestown Court,Jamestown Court,1.0,NOT,,,Night
,,Business,Morrisville,Cary,8.2,Customer Visit,,,Night
,,Business,Cary,Durham,10.4,Meeting,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Cary,Morrisville,7.3,NOT,,,Night
,,Business,Morrisville,Cary,7.4,NOT,,,Night
,,Business,Whitebridge,Westpark Place,1.6,NOT,,,Night
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,Night
,,Business,Cary,Durham,10.4,Meeting,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Cary,Durham,9.9,Meeting,,,Night
2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,2016-07-01,00:00,Night
2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,2016-07-01,09:34,Day
2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,2016-07-01,12:36,Day
2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,2016-07-01,20:06,Night
2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,2016-07-01,23:48,Night
2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,2016-07-02,20:18,Night
2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,2016-07-02,23:48,Night
2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,2016-07-03,00:28,Night
2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016-07-03,03:02,Night
2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,2016-07-03,20:00,Night
2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,2016-07-04,00:32,Night
2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,2016-07-04,17:31,Day
2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,2016-07-04,18:23,Night
2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,2016-07-04,20:00,Night
2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,2016-07-05,00:00,Night
2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,2016-07-05,00:08,Night
2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,2016-07-05,16:48,Day
2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,NOT,2016-07-05,20:06,Night
2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,NOT,2016-07-05,22:41,Night
2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,2016-07-06,00:33,Night
2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,2016-07-06,09:06,Day
2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,NOT,2016-07-06,12:48,Day
2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,2016-07-06,20:04,Night
2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,2016-07-06,23:46,Night
2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,2016-07-07,08:22,Day
2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,NOT,2016-07-07,10:27,Day
2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,NOT,2016-07-07,12:59,Day
2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,NOT,2016-07-08,09:50,Day
2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,NOT,2016-07-08,10:51,Day
2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,NOT,2016-07-08,13:48,Day
2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,NOT,2016-07-08,17:11,Day
2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,NOT,2016-07-09,09:03,Day
2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,NOT,2016-07-09,09:52,Day
2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,NOT,2016-07-09,10:15,Day
2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,NOT,2016-07-10,14:10,Day
2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,NOT,2016-07-10,16:04,Day
2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,NOT,2016-07-10,18:05,Night
2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,NOT,2016-07-10,19:51,Night
2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,NOT,2016-07-12,16:10,Day
2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,NOT,2016-07-12,19:21,Night
2016-07-12 23:47:00,,Personal,Morrisville,Cary,8.7,NOT,2016-07-12,23:47,Night
,,Personal,Cary,Morrisville,23.5,NOT,,,Night
,,Personal,Morrisville,Morrisville,2.2,NOT,,,Night
,,Personal,Morrisville,Cary,4.4,NOT,,,Night
,,Personal,Cary,Morrisville,3.3,NOT,,,Night
,,Business,Morrisville,Morrisville,11.8,Errand/Supplies,,,Night
,,Business,Morrisville,Banner Elk,195.3,NOT,,,Night
,,Personal,Banner Elk,Banner Elk,8.3,NOT,,,Night
,,Personal,Banner Elk,Banner Elk,3.2,NOT,,,Night
,,Personal,Banner Elk,Elk Park,22.4,NOT,,,Night
,,Personal,Elk Park,Banner Elk,12.2,NOT,,,Night
,,Personal,Banner Elk,Banner Elk,4.5,NOT,,,Night
,,Personal,Banner Elk,Newland,28.1,NOT,,,Night
,,Personal,Newland,Newland,3.8,NOT,,,Night
,,Personal,Newland,Boone,41.9,NOT,,,Night
,,Personal,Boone,Banner Elk,23.8,NOT,,,Night
,,Personal,Banner Elk,Banner Elk,13.0,NOT,,,Night
,,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,,,Night
,,Personal,Banner Elk,Boone,15.1,Charity ($),,,Night
,,Personal,Boone,Cary,180.2,Commute,,,Night
,,Personal,Cary,Morrisville,4.1,Moving,,,Night
,,Personal,Morrisville,Cary,6.1,Moving,,,Night
,,Personal,Northwoods,Preston,3.3,Moving,,,Night
,,Personal,Preston,Whitebridge,4.7,Moving,,,Night
,,Business,Cary,Apex,7.2,Meeting,,,Night
,,Business,Apex,Cary,5.5,Meal/Entertain,,,Night
,,Business,Cary,Morrisville,3.3,Meal/Entertain,,,Night
,,Business,Hazelwood,Weston,0.9,Errand/Supplies,,,Night
,,Business,Morrisville,Cary,3.8,Meal/Entertain,,,Night
,,Business,Whitebridge,Stonewater,6.4,Customer Visit,,,Night
,,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,,,Night
,,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,,,Night
,,Business,Whitebridge,Chessington,3.9,Errand/Supplies,,,Night
,,Personal,Chessington,Whitebridge,4.8,NOT,,,Night
,,Personal,Whitebridge,Edgehill Farms,2.8,NOT,,,Night
,,Personal,Edgehill Farms,Preston,1.4,NOT,,,Night
,,Personal,Preston,Whitebridge,1.4,NOT,,,Night
,,Business,Whitebridge,Edgehill Farms,2.7,NOT,,,Night
,,Business,Edgehill Farms,Burtrose,2.3,NOT,,,Night
,,Business,Cary,Morrisville,3.7,NOT,,,Night
,,Business,Morrisville,Cary,2.9,NOT,,,Night
,,Business,Cary,Morrisville,3.8,NOT,,,Night
,,Business,Morrisville,Cary,5.1,NOT,,,Night
,,Business,Hazelwood,Lexington Park at Amberly,9.1,NOT,,,Night
,,Business,Cary,Durham,8.0,NOT,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Cary,Morrisville,6.1,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,12.2,NOT,,,Night
,,Business,Wayne Ridge,Whitebridge,8.0,NOT,,,Night
,,Business,Cary,Morrisville,4.0,NOT,,,Night
,,Business,Morrisville,Cary,9.5,NOT,,,Night
,,Business,Cary,Morrisville,3.0,NOT,,,Night
,,Business,Morrisville,Cary,6.3,NOT,,,Night
,,Business,Cary,Durham,10.4,Meeting,,,Night
,,Business,Durham,Cary,9.9,Meeting,,,Night
,,Business,Whitebridge,Parkway,1.5,NOT,,,Night
,,Business,Cary,Morrisville,4.9,NOT,,,Night
,,Business,Morrisville,Cary,7.9,NOT,,,Night
,,Business,Parkway,Whitebridge,1.7,NOT,,,Night
,,Business,Whitebridge,Westpark Place,2.2,NOT,,,Night
,,Business,Westpark Place,Whitebridge,2.1,NOT,,,Night
,,Business,Cary,Morrisville,2.5,Meal/Entertain,,,Night
,,Business,Morrisville,Cary,2.5,Meal/Entertain,,,Night
,,Business,Cary,Morrisville,2.8,NOT,,,Night
,,Business,Morrisville,Raleigh,14.7,NOT,,,Night
,,Business,Raleigh,Morrisville,14.6,NOT,,,Night
,,Business,Morrisville,Cary,2.3,NOT,,,Night
,,Business,Whitebridge,Westpark Place,2.2,NOT,,,Night
,,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,,,Night
,,Business,Cary,Durham,14.0,NOT,,,Night
,,Business,Durham,Cary,13.3,NOT,,,Night
,,Business,Westpark Place,Whitebridge,1.8,NOT,,,Night
2016-08-01 12:47:00,2016-08-01 13:04:00,Business,Whitebridge,Arlington Park at Amberly,6.2,NOT,2016-08-01,12:47,Day
2016-08-01 13:08:00,2016-08-01 13:19:00,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,NOT,2016-08-01,13:08,Day
2016-08-01 13:28:00,2016-08-01 13:46:00,Business,Lexington Park at Amberly,Westpark Place,1.9,NOT,2016-08-01,13:28,Day
2016-08-01 13:52:00,2016-08-01 14:14:00,Business,Cary,Apex,6.9,NOT,2016-08-01,13:52,Day
2016-08-01 15:40:00,2016-08-01 15:47:00,Business,Apex,Cary,4.6,NOT,2016-08-01,15:40,Day
2016-08-01 16:18:00,2016-08-01 16:25:00,Business,Whitebridge,Edgehill Farms,2.8,NOT,2016-08-01,16:18,Day
2016-08-01 16:29:00,2016-08-01 16:59:00,Business,Cary,Morrisville,9.1,NOT,2016-08-01,16:29,Day
